contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,6092.89,2.60162e-11,274316,-1.18212,-9.31736e-21,-1.25,4.56012e-06,-9.3794e-21,-1,1.68616e-11,8086.95,2.1684e-19,-4.45518e-05,-1.92335e-19,0,0.129252
SM,3,1,-6092.89,6.42705e-11,274316,1.18212,4.16297e-16,-1.25,-4.56012e-06,4.19069e-16,-1,6.56376e-11,-8086.95,-3.38929e-12,4.45518e-05,-5.58743e-19,0,0.129252
