contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,7578.1,2.11413e-11,404275,-1.17987,-9.47618e-21,-1.25,4.5616e-06,-9.54239e-21,-1,1.94848e-11,9374.9,1.0842e-19,-4.9905e-05,-9.97612e-20,0,0.119234
SM,3,1,-7578.1,1.22253e-10,404275,1.17986,-1.38815e-16,-1.25,-4.5616e-06,-1.39785e-16,-1,7.65589e-11,-9374.9,1.31012e-12,4.9905e-05,-6.97587e-19,0,0.119234
