contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,1849.81,-3.73767e-11,-209460,-1.17519,-9.15193e-21,-1.25,4.66494e-06,-9.18299e-21,-1,6.41241e-12,3291.88,-5.42101e-20,-1.46897e-05,3.44818e-19,0,0.0991963
SM,3,1,-1849.81,-1.11857e-10,-209460,1.17518,-8.32704e-16,-1.25,-4.66494e-06,-8.3553e-16,-1,2.55858e-11,-3291.88,2.75034e-12,1.46897e-05,1.11196e-18,0,0.0991963
