contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,6253.75,1.99427e-11,258275,-1.19077,1.11021e-15,-1.25,4.19846e-06,1.11717e-15,-1,1.79249e-11,7930.72,8.86002e-12,-4.3432e-05,-1.08467e-19,0,0.169327
SM,3,1,-6253.75,5.24549e-11,258275,1.19077,-8.32704e-16,-1.25,-4.19846e-06,-8.37919e-16,-1,7.00226e-11,-7930.72,6.64501e-12,4.3432e-05,-2.82343e-19,0,0.169327
