contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,5282.69,1.53958e-11,179442,-1.20255,-9.17178e-21,-1.25,3.71757e-06,-9.22657e-21,-1,1.7798e-11,7149.35,6.50521e-19,-3.89966e-05,-1.12612e-19,0,0.229439
SM,3,1,-5282.69,2.02514e-11,179442,1.20254,-1.38814e-16,-1.25,-3.71757e-06,-1.39643e-16,-1,6.91143e-11,-7149.35,9.98097e-13,3.89966e-05,-1.49206e-19,0,0.229439
