contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,5415.5,1.86514e-12,184566,-1.20068,1.11021e-15,-1.25,3.83719e-06,1.11676e-15,-1,1.75601e-11,7200.85,8.04168e-12,-3.8915e-05,3.65075e-21,0,0.21942
SM,3,1,-5415.5,9.32974e-12,184566,1.20068,-8.32703e-16,-1.25,-3.83719e-06,-8.37613e-16,-1,6.80781e-11,-7200.85,6.03126e-12,3.8915e-05,-4.60314e-20,0,0.21942
