contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,8271.69,2.06644e-10,2.17677e+06,-1.10666,-2.22046e-15,-1.25,7.13393e-06,-2.25221e-15,-1,4.9345e-11,26782.3,-6.03191e-11,-0.000168654,-4.53608e-19,0,0.0136801
SM,3,1,-8271.69,7.48641e-10,2.17677e+06,1.10665,-1.38823e-16,-1.25,-7.13393e-06,-1.40808e-16,-1,1.70248e-10,-26782.3,3.76994e-12,0.000168654,-1.77363e-18,0,0.0136801
