contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,4037.57,-1.72658e-11,64802.3,-1.19485,-9.15854e-21,-1.25,4.07508e-06,-9.20817e-21,-1,1.37393e-11,6013.09,2.1684e-19,-3.2263e-05,1.15972e-19,0,0.189364
SM,3,1,-4037.57,-2.19097e-11,64802.3,1.19484,-2.77592e-16,-1.25,-4.07508e-06,-2.79096e-16,-1,5.37241e-11,-6013.09,1.67801e-12,3.2263e-05,6.42289e-20,0,0.189364
