contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,1062.01,-3.93917e-11,-173236,-1.17281,-2.22046e-15,-1.25,4.78828e-06,-2.22973e-15,-1,7.54394e-12,3650.04,-8.13856e-12,-1.19019e-05,3.40224e-19,0,0.0891776
SM,3,1,-1062.01,-1.09712e-10,-173236,1.1728,-1.11026e-15,-1.25,-4.78828e-06,-1.1149e-15,-1,2.79275e-11,-3650.04,4.06928e-12,1.19019e-05,7.88166e-19,0,0.0891776
