contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,-150570,5.29297e-10,3.15932e+06,-1.00478,-1.11736e-20,-1.24999,1.01997e-05,-1.13812e-20,-1,4.07486e-11,36315.8,1.07065e-18,0.000258144,-1.63087e-18,0,0.0146001
SM,3,1,150570,1.56627e-09,3.15932e+06,1.00478,-8.32692e-16,-1.24999,-1.01997e-05,-8.48168e-16,-1,8.7377e-11,-36315.8,3.0801e-11,-0.000258144,-5.84814e-18,0,0.0146001
