contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,4467.55,-4.20318e-12,198815,-1.16543,1.11021e-15,-1.25001,5.03361e-06,1.11616e-15,-1,1.52242e-11,7346.45,8.19988e-12,-2.1129e-05,2.45305e-19,0,0.059121
SM,3,1,-4467.55,1.87004e-11,198815,1.16543,-4.16374e-16,-1.25001,-5.03361e-06,-4.18604e-16,-1,5.9801e-11,-7346.45,3.07496e-12,2.1129e-05,7.27754e-19,0,0.059121
