contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,4942.61,-7.15677e-12,107384,-1.17755,-9.66809e-21,-1.25001,4.67311e-06,-9.71789e-21,-1,1.34025e-11,6438.32,2.1684e-19,-3.45864e-05,1.32434e-19,0,0.109215
SM,3,1,-4942.61,-2.48558e-11,107384,1.17754,-5.55149e-16,-1.25001,-4.67311e-06,-5.58009e-16,-1,5.17333e-11,-6438.32,3.5924e-12,3.45864e-05,4.22691e-19,0,0.109215
