contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,74167.8,-2.04651e-10,414349,-1.10374,-2.95634e-21,-1.25003,4.91236e-06,-2.97133e-21,-1,0,0,0,-0.000420494,1.1747e-18,0,0.00365999
SM,3,1,-74167.8,-6.28982e-10,414349,1.10374,-2.77568e-16,-1.25003,-4.91236e-06,-2.78975e-16,-1,0,0,0,0.000420494,3.60148e-18,0,0.00365999
