contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,3125.92,-4.46165e-11,-425902,-1.00786,-9.78141e-22,-1.24997,3.95337e-06,-9.8298e-22,-1,2.77308e-13,1133.02,-5.71747e-21,0.000257796,-3.7416e-19,0,0.0246197
SM,3,1,-3125.92,-1.30045e-10,-425902,1.00786,1.52655e-15,-1.24997,-3.95337e-06,1.5341e-15,-1,2.48951e-12,-1133.02,-1.73817e-12,-0.000257796,-9.34928e-19,0,0.0246197
