contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,5658.97,-4.03261e-11,148688,-1.1577,-6.40569e-21,-1.24999,5.28039e-06,-6.44865e-21,-1,8.43444e-12,6838.66,0,-3.83811e-05,-2.26931e-19,0,0.0290596
SM,3,1,-5658.97,8.00234e-11,148688,1.15769,-2.77584e-16,-1.24999,-5.28039e-06,-2.79446e-16,-1,3.74502e-11,-6838.66,1.91084e-12,3.83811e-05,-1.88326e-18,0,0.0290596
