contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,2714.81,-2.81553e-11,-77096.1,-1.18651,-2.22045e-15,-1.25,4.31037e-06,-2.2302e-15,-1,9.70534e-12,4606.47,-1.02733e-11,-2.24217e-05,2.16001e-19,0,0.14929
SM,3,1,-2714.81,-7.96354e-11,-77096.1,1.1865,2.77519e-16,-1.25,-4.31037e-06,2.78737e-16,-1,3.88166e-11,-4606.47,-1.28416e-12,2.24217e-05,6.70379e-19,0,0.14929
