contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,5591.03,-8.48664e-12,313783,-1.17041,-8.56297e-21,-1.24999,4.92231e-06,-8.62381e-21,-1,1.47852e-11,8475.25,2.1684e-19,-4.60164e-05,-1.1771e-19,0,0.079159
SM,3,1,-5591.03,4.34247e-11,313783,1.17041,-9.71481e-16,-1.24999,-4.92231e-06,-9.78383e-16,-1,6.10598e-11,-8475.25,8.29174e-12,4.60164e-05,-6.29836e-19,0,0.079159
