contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,4339.69,-8.45085e-12,83644.6,-1.21447,-8.77473e-21,-1.25,3.11619e-06,-8.82216e-21,-1,1.7426e-11,6200.58,-3.25261e-19,-3.32492e-05,5.99326e-20,0,0.29957
SM,3,1,-4339.69,-3.15691e-11,83644.6,1.21446,1.38744e-16,-1.25,-3.11619e-06,1.39494e-16,-1,6.73791e-11,-6200.58,-8.65152e-13,3.32492e-05,2.25644e-19,0,0.29957
