contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,4599.43,2.48503e-12,111636,-1.21289,-2.22045e-15,-1.25,3.23666e-06,-2.23288e-15,-1,1.75707e-11,6477.76,-1.4464e-11,-3.50234e-05,-3.89462e-20,0,0.289551
SM,3,1,-4599.43,-1.25476e-11,111636,1.21288,-3.42519e-20,-1.25,-3.23666e-06,-3.44435e-20,-1,6.93081e-11,-6477.76,-4.33681e-19,3.50234e-05,7.22172e-20,0,0.289551
