contact_type,A,B,f_x,f_y,f_z,X,Y,Z,n_x,n_y,n_z,torque_x,torque_y,torque_z,delta_tan_x,delta_tan_y,delta_tan_z,delta_time
SM,0,1,4434.07,-1.13589e-11,98193.8,-1.20437,-2.22045e-15,-1.25,3.59614e-06,-2.23278e-15,-1,1.5708e-11,6344.36,-1.41655e-11,-3.43012e-05,6.25738e-20,0,0.239458
SM,3,1,-4434.07,-1.59435e-11,98193.8,1.20436,9.7141e-16,-1.25,-3.59614e-06,9.76804e-16,-1,6.18656e-11,-6344.36,-6.19741e-12,3.43012e-05,6.87086e-20,0,0.239458
