X,Y,Z,r,absv
-0.0570654,0,0.423106,0.00305,0.155911
-0.0520823,0,0.426609,0.00305,0.0692089
-0.057688,0,0.429378,0.00325,0.0618916
-0.0511339,0,0.418624,0.003,0.140201
-0.0570639,0,0.416861,0.0032,0.0804044
-0.0966412,0,0.405154,0.0034,0.0300024
-0.0447277,0,0.417085,0.0031,0.0700881
-0.0524424,0,0.412784,0.003,0.0870621
-0.0522878,0,0.432856,0.00325,0.0367919
-0.0640404,0,0.433512,0.00325,0.00914745
-0.0354849,0,0.429016,0.0032,0.0441488
-0.0408253,0,0.433002,0.0035,0.0482573
-0.0671029,0,0.396568,0.0033,0.0572185
-0.0546821,0,0.395373,0.0034,0.027695
-0.0466828,0,0.423202,0.0034,0.0626428
-0.0907589,0,0.402632,0.003,0.0427141
-0.0909118,0,0.396168,0.0035,0.0404657
-0.0969436,0,0.398699,0.0031,0.0303262
-0.0811987,0,0.389533,0.00305,0.014343
-0.041124,0,0.426405,0.00305,0.0210459
-0.0392662,0,0.420445,0.00315,0.0685964
-0.0747766,0,0.42554,0.003,0.0941221
-0.0968122,0,0.392346,0.0032,0.0453991
-0.0869918,0,0.391064,0.003,0.0188427
-0.0716957,0,0.391697,0.00345,0.0290476
-0.0849209,0,0.405182,0.0032,0.0609895
-0.0268785,0,0.419082,0.00335,0.0342846
-0.0392567,0,0.413896,0.0033,0.0676305
-0.0320016,0,0.423449,0.0034,0.0773423
-0.0922372,0,0.388105,0.00305,0.0264373
-0.0311525,0,0.398672,0.00345,0.0825103
-0.0374287,0,0.39681,0.00315,0.0869141
-0.0422875,0,0.401082,0.00335,0.0555808
-0.0432725,0,0.394829,0.00305,0.0408802
-0.0598498,0,0.38695,0.003,0.0430023
-0.0758128,0,0.38668,0.0031,0.00867334
-0.0796144,0,0.381351,0.0035,0.0122221
-0.0856137,0,0.384806,0.00345,0.0179638
-0.0360089,0,0.403562,0.00345,0.0443548
-0.0281592,0,0.412319,0.0032,0.0365799
-0.0331991,0,0.416734,0.00345,0.0675517
-0.064698,0,0.43983,0.00315,0.104729
-0.0526392,0,0.439338,0.0033,0.0673152
-0.0467664,0,0.436249,0.0033,0.0858956
-0.0322944,0,0.392237,0.0031,0.0235012
-0.0247276,0,0.400552,0.0033,0.0425349
-0.0658843,0,0.388437,0.00325,0.0570415
-0.0636875,0,0.382025,0.00325,0.0236481
-0.0736161,0,0.377355,0.0034,0.0310286
-0.0858625,0,0.377888,0.0035,0.0325083
-0.0702207,0,0.383337,0.00345,0.00150457
-0.0218539,0,0.414493,0.0035,0.0222278
-0.0750647,0,0.438938,0.0031,0.0763216
-0.0864031,0,0.440233,0.0035,0.0717929
-0.0855847,0,0.446992,0.00335,0.0975737
-0.0411514,0,0.439932,0.00345,0.156069
-0.0471939,0,0.442572,0.0031,0.165669
-0.0586241,0,0.442064,0.00335,0.0632927
-0.0362025,0,0.444236,0.00315,0.182702
-0.0414047,0,0.407666,0.00335,0.0696093
-0.0293988,0,0.405355,0.00345,0.036706
-0.015592,0,0.41632,0.00305,0.0215133
-0.00503801,0,0.417817,0.0033,0.027307
-0.0204972,0,0.421204,0.0034,0.0211175
-0.0492008,0,0.384012,0.0031,0.0568669
-0.0473487,0,0.390065,0.0033,0.0538096
-0.0537133,0,0.388885,0.0032,0.0541623
-0.0969661,0,0.384294,0.00305,0.0272202
-0.0913442,0,0.381617,0.00315,0.0299712
-0.0575329,0,0.448684,0.0034,0.0742809
-0.0513733,0,0.446976,0.003,0.226573
-0.0422372,0,0.446724,0.00345,0.114823
-0.0200428,0,0.396175,0.00315,0.0569193
-0.0187273,0,0.403501,0.00345,0.0414227
-0.0748002,0,0.446802,0.00305,0.11761
-0.0234385,0,0.408082,0.00315,0.0326418
-0.063797,0,0.446229,0.00335,0.122423
-0.0800809,0,0.443089,0.00345,0.154155
-0.0631523,0,0.45267,0.00315,0.089708
-0.00880905,0,0.394131,0.00325,0.0573046
-0.0150972,0,0.391784,0.0035,0.0506789
-0.0262255,0,0.394412,0.00305,0.031912
-0.0123905,0,0.405128,0.00315,0.0497698
-0.0137911,0,0.398644,0.0035,0.0566724
-0.0921831,0,0.443224,0.00305,0.0535431
-0.0799816,0,0.450106,0.0031,0.0737975
-0.0273538,0,0.388191,0.0033,0.0349219
-0.097064,0,0.446734,0.003,0.0445752
-0.0915766,0,0.449602,0.00325,0.0757001
-0.018224,0,0.427145,0.003,0.0263179
-0.025578,0,0.425664,0.0034,0.0229737
-0.0856436,0,0.371013,0.0034,0.0224734
-0.0966569,0,0.377868,0.0034,0.0144601
-0.0798714,0,0.374512,0.0034,0.0185322
-0.0913371,0,0.374136,0.00315,0.0123982
-0.0385102,0,0.39038,0.0034,0.0489621
-0.0692745,0,0.450151,0.00345,0.0802185
-0.00270365,0,0.396396,0.0033,0.0640709
0.00289942,0,0.400207,0.00345,0.0503643
-0.0067245,0,0.401788,0.0035,0.0674084
-0.0249374,0,0.44246,0.003,0.0466893
-0.0368603,0,0.450397,0.0031,0.251748
-0.0306809,0,0.447911,0.00345,0.129545
-0.00389582,0,0.390079,0.00315,0.0314806
-0.0162053,0,0.385065,0.00335,0.0561584
-0.0213862,0,0.390178,0.003,0.0431276
-0.0340987,0,0.410011,0.0032,0.046878
-0.0166786,0,0.410008,0.0034,0.0348414
-0.0100279,0,0.414013,0.003,0.0519038
-0.0428294,0,0.385569,0.0031,0.0660703
-0.0553451,0,0.382691,0.00325,0.0413736
-0.044814,0,0.379838,0.003,0.0437607
-0.0745635,0,0.371038,0.003,0.0123778
-0.0968122,0,0.370952,0.0032,0.0100424
-0.079864,0,0.367894,0.0032,0.0226142
-0.091052,0,0.367521,0.00305,0.0159762
0.00231712,0,0.392234,0.0033,0.0272417
-0.03359,0,0.384895,0.0031,0.127221
-0.00977652,0,0.387733,0.0032,0.0568565
-0.0224699,0,0.384229,0.003,0.0652415
-0.0226184,0,0.431763,0.0034,0.026832
-0.0466598,0,0.429766,0.0032,0.0600803
-0.096964,0,0.452826,0.00305,0.129599
-0.0913916,0,0.455985,0.00315,0.0197983
-0.0965377,0,0.363959,0.0035,0.00205989
-0.030845,0,0.441189,0.0031,0.0725274
-0.0385762,0,0.381168,0.00305,0.0624612
-0.0280985,0,0.381816,0.00315,0.029274
-0.0418977,0,0.374367,0.00325,0.0409762
-0.0590944,0,0.377475,0.00325,0.0319594
-0.0669341,0,0.376625,0.00305,0.0472362
-0.00124817,0,0.412199,0.0035,0.0254381
0.00152284,0,0.418348,0.0033,0.0252909
-0.00694782,0,0.408549,0.0033,0.0150066
-0.0508792,0,0.453447,0.0035,0.0333324
-0.0439697,0,0.453319,0.00345,0.110931
-0.0349692,0,0.456131,0.003,0.238692
0.0114443,0,0.407786,0.00305,0.0389174
0.00793205,0,0.395697,0.00335,0.0243529
0.0152907,0,0.397648,0.00335,0.0545497
0.0102519,0,0.401734,0.00315,0.0440356
0.00565594,0,0.406048,0.003,0.0277398
-0.0206986,0,0.438009,0.00315,0.0364508
-0.0189355,0,0.444184,0.0033,0.0490231
0.00489095,0,0.425109,0.00325,0.0349687
0.0205001,0,0.421815,0.00325,0.0205536
0.00803907,0,0.419374,0.00335,0.0420842
-0.0294028,0,0.431045,0.00325,0.0221755
-0.00606193,0,0.44649,0.0032,0.0566028
-0.0146924,0,0.439476,0.00305,0.0598016
-0.0238281,0,0.44876,0.0034,0.0293796
0.0262562,0,0.3916,0.00315,0.028301
0.0275813,0,0.397808,0.00305,0.061083
0.0209843,0,0.394794,0.00305,0.0411957
0.0222854,0,0.400672,0.003,0.072603
-0.0225363,0,0.377996,0.00325,0.0815911
-0.0107665,0,0.374921,0.00335,0.0683507
-0.0483246,0,0.37133,0.0035,0.0590824
-0.027723,0,0.374463,0.00305,0.0806763
0.00567782,0,0.412495,0.00345,0.0313692
-0.00113609,0,0.4055,0.00325,0.0704047
0.019864,0,0.415595,0.00305,0.0241663
0.0159977,0,0.42673,0.00345,0.0515816
0.0227512,0,0.428086,0.00345,0.0392938
0.0270982,0,0.421913,0.0034,0.0919444
0.0305781,0,0.416512,0.00305,0.0768982
-0.00155894,0,0.424134,0.0033,0.0355843
-0.0509168,0,0.377722,0.00345,0.0582494
0.0323586,0,0.425738,0.00315,0.102473
0.0355227,0,0.420269,0.0032,0.0512962
0.028651,0,0.431688,0.0035,0.0549843
-0.0267271,0,0.436695,0.00305,0.0191711
-0.0343537,0,0.435613,0.0035,0.0195112
0.01292,0,0.391711,0.0031,0.0163144
0.0321225,0,0.393705,0.0031,0.0355184
0.0143588,0,0.420405,0.0031,0.0541655
0.0428541,0,0.385443,0.003,0.0371968
0.0430315,0,0.391594,0.0032,0.0318889
0.0389697,0,0.396229,0.003,0.0258016
0.029288,0,0.403802,0.0032,0.056579
0.0448986,0,0.397434,0.003,0.028272
0.0486595,0,0.388163,0.00345,0.0394612
0.0370327,0,0.390061,0.00305,0.0246705
-0.0404345,0,0.458758,0.0031,0.062587
-0.0468743,0,0.459485,0.0034,0.192111
0.0597018,0,0.382982,0.0032,0.0527225
0.0553887,0,0.387824,0.00335,0.0536984
0.0512561,0,0.382188,0.0031,0.0217509
0.0504629,0,0.394575,0.00325,0.0614229
-0.0240406,0,0.460918,0.00345,0.0980126
-0.0305106,0,0.460208,0.0031,0.170308
0.0387852,0,0.425974,0.0033,0.0566964
0.0352124,0,0.431247,0.0031,0.0837837
0.0463458,0,0.424968,0.00305,0.0686165
-0.00788321,0,0.423513,0.0031,0.0176711
0.0171098,0,0.403672,0.003,0.0620923
0.0173805,0,0.409856,0.00325,0.039382
0.0620559,0,0.389296,0.0035,0.0706466
0.0660813,0,0.383844,0.0033,0.0407383
0.0725684,0,0.384985,0.00335,0.0978438
0.0396515,0,0.43559,0.00315,0.10936
0.0563967,0,0.43008,0.0034,0.0307949
0.0498507,0,0.43011,0.0032,0.0338753
0.0524926,0,0.424328,0.00315,0.0660685
0.0266384,0,0.43789,0.00305,0.0961074
0.0123479,0,0.414192,0.00345,0.0352487
-0.00473535,0,0.377034,0.00305,0.055761
-0.0163496,0,0.378741,0.003,0.0875369
-0.00483374,0,0.383071,0.003,0.0658551
-0.0107873,0,0.381437,0.0032,0.0732251
0.00148302,0,0.379171,0.00325,0.0672544
0.000953145,0,0.385733,0.0034,0.0297275
-0.047939,0,0.36483,0.00305,0.0504196
-0.0358309,0,0.371594,0.00345,0.0367789
-0.0624894,0,0.37202,0.00325,0.0357968
-0.0584025,0,0.367236,0.0031,0.0195101
0.0127599,0,0.385359,0.0033,0.0387188
0.0245434,0,0.385224,0.00345,0.0364233
-0.0968606,0,0.459133,0.0032,0.0953358
-0.0859026,0,0.453305,0.003,0.129376
-0.0805354,0,0.456459,0.00325,0.026348
-0.0740418,0,0.459837,0.00315,0.0752968
-0.0912227,0,0.462621,0.0035,0.159167
-0.0970287,0,0.465499,0.003,0.082009
-0.0140351,0,0.422318,0.0032,0.0470496
0.0688796,0,0.390561,0.0034,0.10847
0.0893369,0,0.383411,0.00345,0.0781198
0.0689628,0,0.377833,0.0034,0.03788
0.0805831,0,0.386016,0.00345,0.0506399
-0.016916,0,0.450164,0.00305,0.0489095
-0.0852691,0,0.364583,0.0031,0.0247035
0.0588706,0,0.423987,0.00325,0.0397276
0.0641804,0,0.428016,0.00345,0.0595952
0.0628865,0,0.418832,0.00335,0.0181617
0.0966644,0,0.381731,0.00335,0.0849412
0.0918724,0,0.377433,0.0031,0.0623933
0.0943805,0,0.388058,0.0034,0.11233
0.0771143,0,0.380123,0.0034,0.069136
-0.00244646,0,0.441165,0.00325,0.0526285
-0.00882241,0,0.434489,0.0033,0.0411869
0.00218589,0,0.445551,0.0032,0.0148506
0.0521708,0,0.372635,0.0032,0.0328478
0.0419127,0,0.37947,0.0031,0.0565139
0.0558641,0,0.377857,0.00325,0.0322394
-0.00251851,0,0.434909,0.00305,0.041827
-0.0119655,0,0.428584,0.00345,0.00952224
-0.0163156,0,0.433507,0.00315,0.0276912
-0.0226081,0,0.371247,0.003,0.105478
-0.0167581,0,0.372736,0.00305,0.0772579
0.0572726,0,0.394203,0.00335,0.0447269
0.0483745,0,0.402239,0.003,0.045893
-0.0620201,0,0.460128,0.0035,0.0689582
0.0881287,0,0.389783,0.0031,0.0885366
0.0823139,0,0.39262,0.0034,0.113439
-0.0748386,0,0.453609,0.00315,0.0542631
-0.0681549,0,0.456929,0.00345,0.030375
0.00873569,0,0.444668,0.00345,0.148981
0.00372339,0,0.439381,0.0032,0.0212167
-0.0299962,0,0.36888,0.003,0.0569798
-0.0539481,0,0.362647,0.00335,0.0370557
-0.0425577,0,0.367989,0.0032,0.0435192
0.0313651,0,0.410092,0.00345,0.0626863
0.0407497,0,0.408934,0.003,0.0352099
0.0369344,0,0.413931,0.0033,0.0380009
-0.0331639,0,0.377806,0.00335,0.0563113
-0.0905014,0,0.36128,0.00315,0.0127295
0.000923797,0,0.429939,0.00305,0.0581995
0.00581361,0,0.433542,0.00305,0.0351135
0.0477299,0,0.377114,0.0031,0.03413
0.0441661,0,0.414039,0.00315,0.0589151
0.0420776,0,0.420186,0.0034,0.0494143
0.0212782,0,0.43461,0.00325,0.125544
0.0358501,0,0.40542,0.00305,0.0604368
0.0254603,0,0.413239,0.00305,0.0564688
0.064595,0,0.395298,0.00305,0.114112
0.0756847,0,0.390724,0.00325,0.139941
-0.00872067,0,0.440818,0.0031,0.0625913
-0.068586,0,0.370694,0.00305,0.0411054
-0.0898362,0,0.469347,0.0034,0.210038
-0.0968212,0,0.471718,0.0032,0.0983596
-0.09162,0,0.475483,0.00305,0.338175
-0.0844339,0,0.461794,0.0034,0.124869
-0.0856332,0,0.474348,0.00305,0.151425
-0.0832461,0,0.468382,0.0033,0.192407
-0.0183412,0,0.366825,0.0031,0.0370904
-0.00659452,0,0.369721,0.00335,0.043931
6.219e-05,0,0.37266,0.00345,0.061341
0.017265,0,0.439551,0.0031,0.04877
0.0326961,0,0.436807,0.00305,0.0849096
-0.00542299,0,0.42915,0.00305,0.0492314
0.0554747,0,0.418213,0.0035,0.0466573
0.0850934,0,0.398662,0.00315,0.0564095
-0.0966978,0,0.479306,0.0033,0.188653
0.0970574,0,0.374372,0.003,0.047139
0.0836274,0,0.380165,0.00315,0.0632267
0.0864188,0,0.374617,0.0031,0.0705483
0.080407,0,0.374714,0.003,0.0693622
0.074361,0,0.374292,0.0031,0.0631118
0.00504333,0,0.451144,0.00315,0.0437003
-0.0013947,0,0.450812,0.0032,0.0129662
-0.0100725,0,0.451448,0.0032,0.0504557
0.0681114,0,0.43365,0.00345,0.0409312
0.00691395,0,0.382602,0.00305,0.0819103
0.00756896,0,0.388856,0.003,0.0402464
0.0469932,0,0.408308,0.0033,0.0535427
0.0908984,0,0.370215,0.00325,0.0710034
0.00623396,0,0.374959,0.00315,0.0463681
0.0122036,0,0.378841,0.0033,0.0516157
0.0604371,0,0.406515,0.0034,0.108397
0.0604384,0,0.399942,0.00325,0.088707
0.0535519,0,0.406559,0.0035,0.0575447
0.0339356,0,0.399606,0.0031,0.0342505
0.066768,0,0.401186,0.00325,0.127589
0.0512412,0,0.413102,0.00315,0.0600387
0.07097,0,0.396579,0.003,0.151433
0.0572532,0,0.412002,0.003,0.0818564
-0.0645617,0,0.365998,0.00315,0.0298648
-0.0487198,0,0.358465,0.0034,0.0483482
-0.0371766,0,0.358835,0.0032,0.0475872
-0.0603437,0,0.361266,0.0032,0.0383049
0.0584501,0,0.371948,0.00315,0.0425868
0.0712954,0,0.368507,0.0035,0.0442222
-0.0369303,0,0.36513,0.00315,0.0348958
0.0153517,0,0.445589,0.00325,0.0505947
0.00745553,0,0.457052,0.0033,0.0993464
0.0203344,0,0.459489,0.0033,0.139383
0.024599,0,0.454286,0.0035,0.147263
0.0171196,0,0.454024,0.00305,0.0375927
0.00117233,0,0.456466,0.00305,0.0693489
0.0487066,0,0.41905,0.00335,0.0576294
0.0657177,0,0.371787,0.003,0.0190671
0.0778798,0,0.369165,0.00315,0.0668362
0.0738035,0,0.362279,0.00325,0.0626609
0.0620882,0,0.367029,0.003,0.0258464
0.0772792,0,0.397059,0.00335,0.15325
0.0967665,0,0.406409,0.00325,0.0206035
0.0802069,0,0.40311,0.00345,0.163942
0.0907559,0,0.395499,0.00325,0.0807982
0.0969573,0,0.400089,0.0031,0.0181198
0.0458658,0,0.37091,0.0034,0.0350545
-0.0728061,0,0.474217,0.0032,0.123687
-0.0784471,0,0.464204,0.0031,0.0561353
-0.0736181,0,0.468027,0.0031,0.176366
-0.0279078,0,0.454229,0.00345,0.247237
0.0686309,0,0.416179,0.003,0.07849
0.0798574,0,0.41601,0.003,0.155897
0.068548,0,0.422665,0.0035,0.0344917
0.0105686,0,0.46526,0.0031,0.0412704
-0.00538341,0,0.456155,0.0035,0.0758337
-0.0145933,0,0.456046,0.0033,0.0687716
-0.00105026,0,0.365943,0.0034,0.0501613
-0.0121416,0,0.366385,0.00315,0.0598662
-0.0195031,0,0.360505,0.00335,0.0548423
-0.00688022,0,0.362683,0.0033,0.0513077
0.0858102,0,0.406734,0.0033,0.154262
0.0914115,0,0.409562,0.003,0.108488
0.0907764,0,0.402194,0.0035,0.093937
-0.017341,0,0.462091,0.0034,0.0839648
-0.0103372,0,0.461016,0.00325,0.0286938
0.0855604,0,0.413296,0.00335,0.125811
0.090737,0,0.422694,0.00305,0.189475
0.0737366,0,0.412185,0.0035,0.0919253
0.0742848,0,0.418992,0.00335,0.0897868
0.0120683,0,0.372301,0.0033,0.0507043
0.0184188,0,0.382015,0.0033,0.0551103
0.0369394,0,0.383883,0.00315,0.0309285
0.0293914,0,0.380839,0.00315,0.0314918
0.0845152,0,0.368429,0.0034,0.0998433
0.0350861,0,0.377585,0.00345,0.0359981
0.0311943,0,0.387191,0.0035,0.0290176
-0.0309372,0,0.362571,0.0034,0.0471872
-0.025572,0,0.358583,0.00305,0.0736671
-0.0246295,0,0.365136,0.00345,0.0305749
0.0288413,0,0.37443,0.00335,0.0460748
0.0236393,0,0.378276,0.00315,0.0400467
0.0416921,0,0.40274,0.0032,0.021263
0.0540506,0,0.399885,0.0032,0.0597539
0.0900334,0,0.363457,0.0033,0.0304275
0.0685359,0,0.407621,0.00345,0.145133
0.0733198,0,0.402627,0.0035,0.128238
-0.0797314,0,0.361387,0.00335,0.0304963
-0.0967396,0,0.357007,0.0033,0.0205222
-0.0850135,0,0.35783,0.00305,0.0100541
-0.0792838,0,0.473747,0.00335,0.0780322
-0.0821113,0,0.479926,0.00345,0.270966
-0.088701,0,0.480976,0.00325,0.224204
-0.0573522,0,0.455313,0.00325,0.0741259
-0.0534638,0,0.46054,0.0033,0.208064
0.00474133,0,0.362477,0.0034,0.0441401
-0.00696252,0,0.355769,0.00335,0.0289928
0.00552501,0,0.368839,0.00305,0.0434665
0.0401732,0,0.373677,0.003,0.0427774
0.0969158,0,0.412746,0.0031,0.091621
0.0914834,0,0.41558,0.00305,0.119763
0.0965376,0,0.419673,0.0035,0.176145
0.0800146,0,0.409775,0.00325,0.150761
0.0968314,0,0.426313,0.0032,0.0974004
-0.0970401,0,0.485574,0.003,0.265867
0.0850648,0,0.419751,0.0032,0.102479
0.0853873,0,0.426228,0.00335,0.125545
0.0911811,0,0.42875,0.003,0.124234
0.0969497,0,0.393951,0.00305,0.0866935
-0.091212,0,0.348661,0.0031,0.0156467
-0.0905792,0,0.354932,0.00325,0.016051
0.0234607,0,0.407032,0.0035,0.0446982
0.0334838,0,0.450446,0.0035,0.16707
0.0402963,0,0.454475,0.0034,0.147197
0.020693,0,0.448985,0.0031,0.117439
0.0309915,0,0.456849,0.0034,0.283633
0.0270907,0,0.447924,0.0034,0.106018
0.022996,0,0.371536,0.0032,0.0553927
-0.018953,0,0.353559,0.00345,0.0741669
-0.0427277,0,0.355359,0.0034,0.0455331
-0.0427157,0,0.464766,0.00335,0.362496
-0.0360552,0,0.463426,0.00335,0.173338
-0.0216113,0,0.467148,0.00325,0.130402
0.0637186,0,0.412288,0.0033,0.110323
-0.049336,0,0.465726,0.00335,0.0980211
0.022722,0,0.442865,0.0033,0.0935354
-0.0719635,0,0.365161,0.00345,0.0419288
0.0136554,0,0.45952,0.00345,0.0855713
-0.0549913,0,0.372492,0.00315,0.0312413
-0.00115115,0,0.352319,0.0032,0.0265755
-0.0125722,0,0.352871,0.003,0.0361834
-0.056765,0,0.466048,0.00315,0.242648
-0.068798,0,0.463727,0.0034,0.0756515
0.0113076,0,0.450708,0.00315,0.0919104
0.0851219,0,0.35903,0.0033,0.0615839
0.0969089,0,0.368252,0.00315,0.0464565
0.0803268,0,0.363371,0.0032,0.0823362
-0.0673724,0,0.360507,0.00305,0.0180313
0.0471638,0,0.364347,0.00335,0.0421442
0.0531061,0,0.366538,0.003,0.0498883
0.0344956,0,0.370743,0.00345,0.0413684
0.0283822,0,0.367748,0.0034,0.0538851
-0.0594542,0,0.472097,0.0035,0.117726
-0.0664488,0,0.472248,0.0035,0.0697578
-0.0127807,0,0.359351,0.0035,0.0406282
-0.0313657,0,0.355828,0.0034,0.0560888
-0.0256589,0,0.352071,0.00345,0.0746927
0.0402697,0,0.367284,0.0033,0.0525087
0.034566,0,0.3641,0.00325,0.047949
0.0223069,0,0.365149,0.00325,0.0587074
-0.0407557,0,0.471172,0.0034,0.308392
0.0103618,0,0.35237,0.0033,0.0462793
0.00456262,0,0.348973,0.00335,0.0663195
-0.0131403,0,0.346428,0.0035,0.0239224
0.00461148,0,0.355711,0.0034,0.0547918
-0.00691804,0,0.349138,0.0033,0.036973
-0.0210735,0,0.454905,0.0033,0.0574596
0.046685,0,0.453014,0.0032,0.177628
0.0450202,0,0.459446,0.00345,0.20475
-0.0788506,0,0.35467,0.00345,0.030527
-0.073843,0,0.358918,0.0031,0.0385089
-0.0693441,0,0.354608,0.0032,0.0230291
-0.0630337,0,0.355491,0.0032,0.0276827
-0.0011714,0,0.345455,0.0034,0.0743449
-0.0216088,0,0.340869,0.0032,0.0246075
-0.00731407,0,0.342366,0.0035,0.0518198
-0.0204533,0,0.347052,0.00305,0.0594669
-0.0550913,0,0.354978,0.00345,0.0828445
-0.059731,0,0.350042,0.0032,0.0286203
-0.0491732,0,0.351932,0.0032,0.0500041
0.0106145,0,0.359051,0.00345,0.0486937
0.0167673,0,0.356112,0.0034,0.0523666
0.0693104,0,0.356209,0.00345,0.0729059
0.0249728,0,0.464284,0.00345,0.199834
-0.000282943,0,0.467861,0.0032,0.0270977
0.00445773,0,0.463034,0.00345,0.0843025
0.017169,0,0.465789,0.0035,0.0984485
0.0397521,0,0.447786,0.00335,0.176581
0.0434593,0,0.440476,0.00305,0.087113
0.0370612,0,0.441593,0.00345,0.148959
0.030617,0,0.442544,0.0031,0.0769868
-0.0850661,0,0.486441,0.003,0.452705
-0.0753864,0,0.480115,0.0033,0.494432
-0.0911731,0,0.486691,0.003,0.348174
0.0746506,0,0.432763,0.0032,0.0827388
0.0710854,0,0.43953,0.00315,0.108968
-0.0267333,0,0.34511,0.0035,0.0354846
0.0458726,0,0.357816,0.00335,0.0479979
0.0578249,0,0.362486,0.00325,0.0398357
-0.04356,0,0.348824,0.00325,0.0436282
-0.0375524,0,0.350896,0.0031,0.0240416
-0.047656,0,0.343931,0.00315,0.0318982
-0.0537754,0,0.347269,0.0034,0.0288596
-0.066017,0,0.349455,0.003,0.0348939
-0.0626187,0,0.344528,0.00305,0.0382799
-0.012886,0,0.467162,0.0034,0.133288
-0.0687881,0,0.479297,0.0033,0.22513
0.00994156,0,0.438206,0.00315,0.0658809
0.0473959,0,0.435836,0.00305,0.00157991
0.061562,0,0.434027,0.00315,0.0212298
0.0740107,0,0.426444,0.00315,0.109022
-0.0282433,0,0.466317,0.00345,0.0991788
-0.0162719,0,0.472635,0.0031,0.107233
-0.00195383,0,0.461777,0.00315,0.0825384
-0.0644837,0,0.484705,0.0033,0.330637
-0.0713574,0,0.485099,0.0031,0.159675
0.0317842,0,0.463631,0.00345,0.294975
0.0056929,0,0.469329,0.003,0.0827009
0.0128207,0,0.47104,0.00315,0.0883923
0.0296925,0,0.470099,0.003,0.217347
0.052182,0,0.456257,0.00315,0.151406
-0.0721378,0,0.337907,0.00325,0.0297761
-0.0699147,0,0.344263,0.0035,0.0363024
-0.0592885,0,0.339488,0.00305,0.0366437
0.0369425,0,0.459856,0.003,0.284409
0.0400813,0,0.360803,0.0032,0.0539544
-0.0315749,0,0.349443,0.00305,0.0441265
-0.0353389,0,0.344781,0.003,0.0307026
-0.0786398,0,0.486032,0.00345,0.328281
-0.0881515,0,0.492334,0.0034,0.652933
0.0518473,0,0.360056,0.00305,0.0396472
0.0344558,0,0.3576,0.0033,0.0559209
-0.0732408,0,0.349821,0.003,0.0255911
-0.0791148,0,0.3481,0.00315,0.0148844
-0.0905536,0,0.342393,0.00325,0.0134487
0.0178476,0,0.375457,0.0033,0.053545
0.0565913,0,0.356388,0.003,0.0454982
0.0625582,0,0.358067,0.00325,0.0387328
0.0579845,0,0.453397,0.00335,0.157802
0.0523605,0,0.44974,0.0034,0.143141
0.0408742,0,0.464943,0.00345,0.2549
0.010432,0,0.345788,0.00335,0.0535213
0.0110115,0,0.339487,0.00305,0.0348648
-0.00119052,0,0.359178,0.0034,0.0465558
-0.0275741,0,0.338637,0.00305,0.029787
-0.0412859,0,0.3427,0.00335,0.0328649
0.0287098,0,0.361011,0.0034,0.0543246
0.0111228,0,0.365777,0.00335,0.0513466
0.0226184,0,0.358852,0.0031,0.0594627
0.0166065,0,0.362535,0.00305,0.0561438
-0.0413929,0,0.336132,0.0033,0.033262
